Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,101.146259,[539 103] ; [112 111],[483.1699422 158.8300578] ; [167.8300578  55.1699422],1
p9,1,0.0,80.376938,[553  88] ; [127  93],[506.2485482 134.7514518] ; [173.7514518  46.2485482],1
p2,1,0.0,63.096989,[550  95] ; [138  91],[507.73455378 137.26544622] ; [180.26544622  48.73455378],1
p8,1,0.0,40.326879,[335 301] ; [ 64 163],[294.04866744 341.95133256] ; [104.95133256 122.04866744],1
b1,1,0.0,25.665865,[222 426] ; [122 107],[254.17559863 393.82440137] ; [ 89.82440137 139.17559863],1
p7,1,1e-06,25.207968,[401 229] ; [100 125],[369.15789474 260.84210526] ; [131.84210526  93.15789474],1
p4,1,1e-05,19.584422,[368 276] ; [ 91 136],[339.37543054 304.62456946] ; [119.62456946 107.37543054],1
p3,1,0.002012,9.538921,[300 346] ; [ 79 149],[280.13043478 365.86956522] ; [ 98.86956522 129.13043478],0
p12,1,0.008058,7.020442,[ 40 602] ; [  4 224],[ 32.46896552 609.53103448] ; [ 11.53103448 216.46896552],0
p6,1,0.046183,3.974925,[214 424] ; [ 59 165],[202.05800464 435.94199536] ; [ 70.94199536 153.05800464],0
p1,1,0.669499,0.182189,[ 40 604] ; [ 16 212],[ 41.35779817 602.64220183] ; [ 14.64220183 213.35779817],0
