Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.021032,5.32413,[3 3] ; [ 37 208],[0.9561753 5.0438247] ; [ 39.0438247 205.9561753],0
b1,1,0.136655,2.21523,[5 1] ; [129 116],[3.20318725 2.79681275] ; [130.79681275 114.20318725],0
p2,1,0.165731,1.92114,[2 4] ; [149  94],[3.63855422 2.36144578] ; [147.36144578  95.63855422],0
n1,1,0.166464,1.914502,[3 1] ; [39 58],[1.66336634 2.33663366] ; [40.33663366 56.66336634],0
s6,1,0.183041,1.772759,[5 1] ; [134 105],[3.40408163 2.59591837] ; [135.59591837 103.40408163],0
s7,1,0.187863,1.734297,[4 2] ; [ 89 134],[2.43668122 3.56331878] ; [ 90.56331878 132.43668122],0
p6,1,0.20005,1.642012,[3 3] ; [ 63 175],[1.62295082 4.37704918] ; [ 64.37704918 173.62295082],0
v1,1,0.202717,1.622689,[4 2] ; [ 99 144],[2.48192771 3.51807229] ; [100.51807229 142.48192771],0
p9,1,0.222588,1.487607,[5 1] ; [137  97],[3.55 2.45] ; [138.45  95.55],0
a4,1,0.235295,1.408563,[4 2] ; [103 140],[2.57831325 3.42168675] ; [104.42168675 138.57831325],0
n5,1,0.246479,1.343153,[5 1] ; [145  97],[3.62903226 2.37096774] ; [146.37096774  95.62903226],0
v2,1,0.247873,1.33525,[4 2] ; [101 134],[2.61410788 3.38589212] ; [102.38589212 132.61410788],0
p7,1,0.266356,1.23542,[1 4] ; [107 131],[2.22222222 2.77777778] ; [105.77777778 132.22222222],0
s2,1,0.275605,1.188638,[4 2] ; [108 136],[2.688 3.312] ; [109.312 134.688],0
p8,1,0.281438,1.160131,[3 3] ; [ 71 169],[1.80487805 4.19512195] ; [ 72.19512195 167.80487805],0
a5,1,0.287032,1.13349,[5 1] ; [152  93],[3.75298805 2.24701195] ; [153.24701195  91.75298805],0
s8,1,0.330294,0.947744,[3 3] ; [ 76 167],[1.90361446 4.09638554] ; [ 77.09638554 165.90361446],0
n6,1,0.344745,0.892707,[5 1] ; [156  85],[3.91093117 2.08906883] ; [157.08906883  83.91093117],0
b3,1,0.367438,0.812309,[3 3] ; [41 86],[1.98496241 4.01503759] ; [42.01503759 84.98496241],0
b2,1,0.367438,0.812309,[3 3] ; [41 86],[1.98496241 4.01503759] ; [42.01503759 84.98496241],0
s3,1,0.375182,0.786429,[4 2] ; [117 125],[2.92741935 3.07258065] ; [118.07258065 123.92741935],0
p1,1,0.491139,0.47403,[1 5] ; [ 21 223],[0.528 5.472] ; [ 21.472 222.528],0
a2,1,0.511561,0.430874,[2 4] ; [ 54 191],[1.33864542 4.66135458] ; [ 54.66135458 190.33864542],0
v3,1,0.566939,0.32783,[1 4] ; [ 75 159],[1.58995816 3.41004184] ; [ 74.41004184 159.58995816],0
n3,1,0.611912,0.2574,[3 1] ; [60 36],[2.52 1.48] ; [60.48 35.52],0
n2,1,0.642347,0.215686,[3 1] ; [63 36],[2.5631068 1.4368932] ; [63.4368932 35.5631068],0
a6,1,0.687768,0.161512,[3 3] ; [142 102],[3.48 2.52] ; [141.52 102.48],0
p4,1,0.691721,0.157228,[3 3] ; [101 140],[2.52631579 3.47368421] ; [101.47368421 139.52631579],0
b4,1,0.803998,0.061592,[3 3] ; [135 110],[3.29880478 2.70119522] ; [134.70119522 110.29880478],0
b5,1,0.848607,0.036441,[4 2] ; [154  91],[3.77689243 2.22310757] ; [154.22310757  90.77689243],0
u2,1,0.858602,0.031739,[1 1] ; [38 49],[0.87640449 1.12359551] ; [38.12359551 48.87640449],0
d3,1,0.878799,0.023254,[4 2] ; [154  88],[3.82258065 2.17741935] ; [154.17741935  87.82258065],0
p3,1,0.89497,0.017429,[2 4] ; [ 87 155],[2.15322581 3.84677419] ; [ 86.84677419 155.15322581],0
a3,1,0.905437,0.014113,[4 2] ; [155  86],[3.86234818 2.13765182] ; [155.13765182  85.86234818],0
u3,1,0.97464,0.001011,[1 1] ; [43 45],[0.97777778 1.02222222] ; [43.02222222 44.97777778],0
a7,1,0.983095,0.000449,[4 2] ; [163  80],[4.02409639 1.97590361] ; [162.97590361  80.02409639],0
v4,1,0.989289,0.00018,[5 1] ; [203  40],[5.01204819 0.98795181] ; [202.98795181  40.01204819],0
