Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,142.042034,[32 75] ; [250  28],[78.37402597 28.62597403] ; [203.62597403  74.37402597],1
p11,1,0.0,56.922423,[43 68] ; [219  60],[74.56923077 36.43076923] ; [187.43076923  91.56923077],1
p2,1,0.0,38.129645,[59 52] ; [230  46],[82.89147287 28.10852713] ; [206.10852713  69.89147287],1
n5,1,0.0,29.418259,[61 50] ; [227  51],[82.17994859 28.82005141] ; [205.82005141  72.17994859],1
p8,1,0.0,25.976305,[30 79] ; [156 121],[52.52331606 56.47668394] ; [133.47668394 143.52331606],1
p7,1,1e-06,23.87875,[48 62] ; [192  81],[68.92950392 41.07049608] ; [171.07049608 101.92950392],1
r4,1,1e-06,23.197543,[72 39] ; [241  38],[89.08461538 21.91538462] ; [223.91538462  55.08461538],1
s8,1,2e-06,22.497701,[26 82] ; [141 137],[46.7253886 61.2746114] ; [120.2746114 157.7253886],1
n6,1,2e-06,22.415759,[65 46] ; [226  51],[83.25 27.75] ; [207.75  69.25],1
a3,1,3e-06,21.530894,[61 50] ; [218  60],[79.61182519 31.38817481] ; [199.38817481  78.61182519],1
p4,1,4e-06,21.344858,[44 67] ; [182  97],[64.32307692 46.67692308] ; [161.67692308 117.32307692],1
r3,1,1.6e-05,18.556228,[85 26] ; [255  21],[97.51937984 13.48062016] ; [242.48062016  33.51937984],1
s7,1,2.5e-05,17.772067,[30 70] ; [145 120],[47.94520548 52.05479452] ; [127.05479452 137.94520548],1
s2,1,8.5e-05,15.452172,[37 73] ; [154 122],[54.43005181 55.56994819] ; [136.56994819 139.43005181],1
a5,1,9.1e-05,15.314032,[64 47] ; [216  63],[79.69230769 31.30769231] ; [200.30769231  78.69230769],1
v4,1,0.00016,14.252305,[88 22] ; [257  19],[98.31606218 11.68393782] ; [246.68393782  29.31606218],1
p3,1,0.00018,14.033132,[42 69] ; [163 114],[58.64690722 52.35309278] ; [146.35309278 130.64690722],1
s3,1,0.000357,12.746694,[45 65] ; [167 107],[60.72916667 49.27083333] ; [151.27083333 122.72916667],1
r1,1,0.000424,12.422074,[69 42] ; [220  57],[82.67783505 28.32216495] ; [206.32216495  70.67783505],1
v1,1,0.000764,11.326845,[40 71] ; [148 121],[54.91578947 56.08421053] ; [133.08421053 135.91578947],1
s5,1,0.000835,11.161131,[20 86] ; [ 98 169],[33.53351206 72.46648794] ; [ 84.46648794 182.53351206],1
s6,1,0.001159,10.554968,[53 55] ; [181  89],[66.85714286 41.14285714] ; [167.14285714 102.85714286],0
p6,1,0.003812,8.371033,[28 80] ; [115 160],[40.32375979 67.67624021] ; [102.67624021 172.32375979],0
r2,1,0.004246,8.175588,[89 21] ; [251  24],[97.14285714 12.85714286] ; [242.85714286  32.14285714],0
n4,1,0.005552,7.690374,[74 37] ; [223  56],[84.53076923 26.46923077] ; [212.46923077  66.53076923],0
a6,1,0.007381,7.177745,[55 55] ; [180  98],[66.62371134 43.37628866] ; [168.37628866 109.62371134],0
a7,1,0.007978,7.038339,[59 52] ; [187  90],[70.37628866 40.62371134] ; [175.62371134 101.37628866],0
d1,1,0.008065,7.018931,[48 63] ; [162 117],[59.76923077 51.23076923] ; [150.23076923 128.76923077],0
v2,1,0.010076,6.621477,[41 67] ; [139 125],[52.25806452 55.74193548] ; [127.74193548 136.25806452],0
b5,1,0.010696,6.515062,[75 36] ; [149 130],[63.75384615 47.24615385] ; [160.24615385 118.75384615],0
p5,1,0.010789,6.499739,[  6 104] ; [ 41 235],[13.39378238 96.60621762] ; [ 33.60621762 242.39378238],0
u2,1,0.018435,5.554286,[22 26] ; [41 19],[28. 20.] ; [35. 25.],0
p12,1,0.02326,5.14897,[  2 109] ; [ 22 255],[  6.86597938 104.13402062] ; [ 17.13402062 259.86597938],0
d4,1,0.028818,4.778427,[78 31] ; [227  51],[85.90439276 23.09560724] ; [219.09560724  58.90439276],0
d5,1,0.030644,4.672775,[76 34] ; [220  57],[84.13436693 25.86563307] ; [211.86563307  65.13436693],0
v3,1,0.041709,4.146963,[29 77] ; [104 166],[37.49468085 68.50531915] ; [ 95.50531915 174.49468085],0
d3,1,0.042377,4.120085,[58 52] ; [177 100],[66.79586563 43.20413437] ; [168.20413437 108.79586563],0
u1,1,0.083128,3.002663,[12 99] ; [ 50 229],[17.64615385 93.35384615] ; [ 44.35384615 234.64615385],0
d2,1,0.118682,2.434622,[49 60] ; [150 129],[55.90463918 53.09536082] ; [143.09536082 135.90463918],0
s1,1,0.127906,2.317742,[  8 103] ; [ 10 267],[  5.14948454 105.85051546] ; [ 12.85051546 264.14948454],0
a4,1,0.137089,2.21033,[46 64] ; [140 139],[52.59640103 57.40359897] ; [133.40359897 145.59640103],0
