Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.002162,9.406474,[347 390] ; [11  1],[352.26435247 384.73564753] ; [5.73564753 6.26435247],0
s2,1,0.007314,7.194282,[387 347] ; [11  1],[391.59785523 342.40214477] ; [6.40214477 5.59785523],0
b2,1,0.007933,7.048636,[162 273] ; [9 3],[166.40939597 268.59060403] ; [4.59060403 7.40939597],0
b3,1,0.007933,7.048636,[162 273] ; [9 3],[166.40939597 268.59060403] ; [4.59060403 7.40939597],0
p2,1,0.008986,6.825603,[629 107] ; [7 5],[625.79679144 110.20320856] ; [10.20320856  1.79679144],0
s8,1,0.010542,6.540924,[340 396] ; [10  2],[344.38502674 391.61497326] ; [5.61497326 6.38502674],0
s3,1,0.014681,5.95432,[412 317] ; [11  1],[416.14979757 312.85020243] ; [6.85020243 5.14979757],0
a2,1,0.025101,5.016892,[167 573] ; [6 6],[170.2393617 569.7606383] ; [2.7606383 9.2393617],0
s7,1,0.025261,5.005888,[359 348] ; [10  2],[362.84144645 344.15855355] ; [6.15855355 5.84144645],0
u1,1,0.026864,4.89956,[127 613] ; [5 7],[129.89361702 610.10638298] ; [2.10638298 9.89361702],0
a4,1,0.03115,4.644677,[324 415] ; [9 3],[327.67909454 411.32090546] ; [5.32090546 6.67909454],0
p12,1,0.049471,3.859282,[ 64 673] ; [3 9],[ 65.92656876 671.07343124] ; [ 1.07343124 10.92656876],0
n1,1,0.119412,2.425022,[57 98] ; [3 1],[58.49056604 96.50943396] ; [1.50943396 2.49056604],0
p7,1,0.139506,2.183403,[480 240] ; [5 6],[477.70177839 242.29822161] ; [7.29822161 3.70177839],0
p6,1,0.142473,2.151048,[275 456] ; [7 5],[277.44549125 453.55450875] ; [4.55450875 7.44549125],0
p5,1,0.191085,1.709233,[ 91 644] ; [3 9],[ 92.48995984 642.51004016] ; [ 1.51004016 10.48995984],0
n2,1,0.226705,1.461413,[119  37] ; [2 2],[117.975  38.025] ; [3.025 0.975],0
b4,1,0.244438,1.354817,[432 308] ; [5 7],[430.02659574 309.97340426] ; [6.97340426 5.02659574],0
n5,1,0.246889,1.340822,[571 164] ; [11  1],[572.65060241 162.34939759] ; [9.34939759 2.65060241],0
n4,1,0.254483,1.298527,[577 163] ; [11  1],[578.61702128 161.38297872] ; [9.38297872 2.61702128],0
s6,1,0.271814,1.207567,[496 228] ; [10  2],[497.75 226.25] ; [8.25 3.75],0
s5,1,0.289536,1.121776,[258 455] ; [2 8],[256.40387275 456.59612725] ; [3.59612725 6.40387275],0
s1,1,0.290201,1.118689,[ 22 710] ; [ 1 11],[ 22.62903226 709.37096774] ; [ 0.37096774 11.62903226],0
n3,1,0.29516,1.095935,[114  41] ; [2 2],[113.08176101  41.91823899] ; [2.91823899 1.08176101],0
p3,1,0.298874,1.079213,[380 357] ; [8 4],[381.78371162 355.21628838] ; [6.21628838 5.78371162],0
r1,1,0.316287,1.004241,[590 147] ; [11  1],[591.37116155 145.62883845] ; [9.62883845 2.37116155],0
p4,1,0.346121,0.887629,[454 282] ; [9 3],[455.57219251 280.42780749] ; [7.42780749 4.57219251],0
v1,1,0.347371,0.883039,[398 324] ; [7 3],[399.46721311 322.53278689] ; [5.53278689 4.46721311],0
p1,1,0.368043,0.810261,[ 67 670] ; [ 2 10],[ 67.89452603 669.10547397] ; [ 1.10547397 10.89452603],0
d5,1,0.368384,0.809109,[601 136] ; [11  1],[602.19492657 134.80507343] ; [9.80507343 2.19492657],0
a3,1,0.378066,0.776982,[530 208] ; [10  2],[531.36 206.64] ; [8.64 3.36],0
s4,1,0.390682,0.736819,[131 602] ; [ 1 11],[129.8738255 603.1261745] ; [2.1261745 9.8738255],0
v2,1,0.42567,0.634609,[408 302] ; [7 3],[409.23611111 300.76388889] ; [5.76388889 4.23611111],0
p11,1,0.43196,0.617548,[618 122] ; [9 3],[616.99468085 123.00531915] ; [10.00531915  1.99468085],0
p8,1,0.436051,0.606653,[405 326] ; [8 4],[406.32974428 324.67025572] ; [6.67025572 5.32974428],0
a5,1,0.483593,0.490751,[551 189] ; [10  2],[552.04787234 187.95212766] ; [8.95212766 3.04787234],0
a1,1,0.501227,0.452337,[ 32 708] ; [ 1 11],[ 32.47340426 707.52659574] ; [ 0.52659574 11.47340426],0
v4,1,0.527243,0.399702,[701  33] ; [11  1],[700.54691689  33.45308311] ; [11.45308311  0.54691689],0
v3,1,0.564911,0.331272,[287 431] ; [4 4],[287.79338843 430.20661157] ; [3.20661157 4.79338843],0
n6,1,0.579498,0.307047,[632 102] ; [11  1],[632.65683646 101.34316354] ; [10.34316354  1.65683646],0
a7,1,0.622331,0.242604,[539 199] ; [8 4],[538.248 199.752] ; [8.752 3.248],0
a8,1,0.705304,0.143013,[ 88 592] ; [ 1 10],[ 87.58321274 592.41678726] ; [1.41678726 9.58321274],0
p9,1,0.748822,0.102524,[693  45] ; [11  1],[692.736  45.264] ; [11.264  0.736],0
u2,1,0.782768,0.076018,[124  84] ; [1 1],[123.80952381  84.19047619] ; [1.19047619 0.80952381],0
u3,1,0.804707,0.061137,[122  86] ; [1 1],[121.82857143  86.17142857] ; [1.17142857 0.82857143],0
d3,1,0.850525,0.035513,[510 227] ; [8 4],[509.70093458 227.29906542] ; [8.29906542 3.70093458],0
a6,1,0.912473,0.012082,[503 235] ; [8 4],[502.824 235.176] ; [8.176 3.824],0
b5,1,0.967376,0.001673,[436 304] ; [7 5],[435.93085106 304.06914894] ; [7.06914894 4.93085106],0
