Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,40.047099,[ 27 111] ; [62 43],[50.54320988 87.45679012] ; [38.45679012 66.54320988],1
p2,1,0.0,28.408936,[66 73] ; [85 20],[86.0204918 52.9795082] ; [64.9795082 40.0204918],1
p6,1,9.3e-05,15.281919,[ 24 112] ; [42 62],[37.4 98.6] ; [28.6 75.4],1
p8,1,0.000115,14.866019,[ 28 110] ; [45 59],[41.62809917 96.37190083] ; [31.37190083 72.62809917],1
p5,1,0.000417,12.45639,[  2 136] ; [13 91],[  8.55371901 129.44628099] ; [ 6.44628099 97.55371901],1
p7,1,0.002118,9.444712,[49 86] ; [59 46],[60.75 74.25] ; [47.25 57.75],0
p9,1,0.005088,7.847993,[67 64] ; [72 32],[77.48510638 53.51489362] ; [61.51489362 42.48510638],0
p12,1,0.04454,4.035989,[  1 137] ; [  5 100],[  3.40740741 134.59259259] ; [  2.59259259 102.40740741],0
p10,1,0.082529,3.014387,[62 73] ; [59 44],[68.63445378 66.36554622] ; [52.36554622 50.63445378],0
p1,1,0.159302,1.980843,[  9 131] ; [12 92],[ 12.04918033 127.95081967] ; [ 8.95081967 95.04918033],0
b1,1,0.554334,0.34961,[72 68] ; [58 47],[74.28571429 65.71428571] ; [55.71428571 49.28571429],0
