Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2.1e-05,18.059965,[10  2] ; [26 82],[3.6 8.4] ; [32.4 75.6],1
p9,1,2.4e-05,17.833897,[11  1] ; [32 75],[4.33613445 7.66386555] ; [38.66386555 68.33613445],1
s2,1,9.3e-05,15.26759,[11  1] ; [37 73],[4.72131148 7.27868852] ; [43.27868852 66.72131148],1
p12,1,0.000111,14.943965,[3 9] ; [  2 109],[ 0.48780488 11.51219512] ; [  4.51219512 106.48780488],1
s7,1,0.000269,13.274074,[10  2] ; [30 70],[4.28571429 7.71428571] ; [35.71428571 64.28571429],1
s3,1,0.000807,11.225444,[11  1] ; [45 65],[5.50819672 6.49180328] ; [50.49180328 59.50819672],1
d2,1,0.002128,9.435805,[11  1] ; [49 60],[5.95041322 6.04958678] ; [54.04958678 54.95041322],0
u1,1,0.003259,8.656249,[5 7] ; [12 99],[ 1.65853659 10.34146341] ; [15.34146341 95.65853659],0
b3,1,0.004109,8.235082,[9 3] ; [21 46],[4.55696203 7.44303797] ; [25.44303797 41.55696203],0
b2,1,0.004109,8.235082,[9 3] ; [21 46],[4.55696203 7.44303797] ; [25.44303797 41.55696203],0
p8,1,0.005557,7.688752,[8 4] ; [30 79],[3.76859504 8.23140496] ; [34.23140496 74.76859504],0
a2,1,0.013471,6.106137,[6 6] ; [21 90],[2.63414634 9.36585366] ; [24.36585366 86.63414634],0
p5,1,0.013912,6.049289,[3 9] ; [  6 104],[ 0.8852459 11.1147541] ; [  8.1147541 101.8852459],0
n5,1,0.014198,6.013342,[11  1] ; [61 50],[7.02439024 4.97560976] ; [64.97560976 46.02439024],0
p11,1,0.015711,5.834901,[9 3] ; [43 68],[5.07317073 6.92682927] ; [46.92682927 64.07317073],0
p4,1,0.018783,5.521649,[9 3] ; [44 67],[5.17073171 6.82926829] ; [47.82926829 63.17073171],0
p6,1,0.019123,5.490196,[7 5] ; [28 80],[3.5 8.5] ; [31.5 76.5],0
s6,1,0.02416,5.083078,[10  2] ; [53 55],[6.3 5.7] ; [56.7 51.3],0
n6,1,0.024945,5.027668,[11  1] ; [65 46],[7.41463415 4.58536585] ; [68.58536585 42.41463415],0
a4,1,0.028267,4.811679,[9 3] ; [46 64],[5.40983607 6.59016393] ; [49.59016393 60.40983607],0
v1,1,0.034806,4.45467,[7 3] ; [40 71],[3.88429752 6.11570248] ; [43.11570248 67.88429752],0
r1,1,0.041733,4.145983,[11  1] ; [69 42],[7.80487805 4.19512195] ; [72.19512195 38.80487805],0
v2,1,0.048491,3.892881,[7 3] ; [41 67],[4.06779661 5.93220339] ; [43.93220339 64.06779661],0
p3,1,0.053426,3.730529,[8 4] ; [42 69],[4.87804878 7.12195122] ; [45.12195122 65.87804878],0
a3,1,0.0587,3.573739,[10  2] ; [61 50],[6.92682927 5.07317073] ; [64.07317073 46.92682927],0
n4,1,0.074993,3.170201,[11  1] ; [74 37],[8.29268293 3.70731707] ; [76.70731707 34.29268293],0
a5,1,0.084368,2.97869,[10  2] ; [64 47],[7.2195122 4.7804878] ; [66.7804878 44.2195122],0
d5,1,0.100635,2.695449,[11  1] ; [76 34],[8.55737705 3.44262295] ; [78.44262295 31.55737705],0
v3,1,0.173318,1.854012,[4 4] ; [29 77],[2.31578947 5.68421053] ; [30.68421053 75.31578947],0
p1,1,0.259982,1.268853,[ 2 10] ; [  8 102],[ 0.98360656 11.01639344] ; [  9.01639344 100.98360656],0
b4,1,0.261639,1.260062,[5 7] ; [65 46],[6.82926829 5.17073171] ; [63.17073171 47.82926829],0
a6,1,0.272627,1.20348,[8 4] ; [55 55],[6.19672131 5.80327869] ; [56.80327869 53.19672131],0
n1,1,0.297147,1.086957,[3 1] ; [22 24],[2. 2.] ; [23. 23.],0
v4,1,0.326522,0.962641,[11  1] ; [88 22],[9.73770492 2.26229508] ; [89.26229508 20.73770492],0
d3,1,0.35751,0.846622,[8 4] ; [58 52],[6.49180328 5.50819672] ; [59.50819672 50.49180328],0
a7,1,0.371868,0.797413,[8 4] ; [59 52],[6.53658537 5.46341463] ; [60.46341463 50.53658537],0
s4,1,0.502186,0.450314,[ 1 11] ; [17 92],[ 1.78512397 10.21487603] ; [16.21487603 92.78512397],0
b5,1,0.519171,0.415541,[7 5] ; [75 36],[8. 4.] ; [74. 37.],0
n3,1,0.630672,0.23115,[2 2] ; [28 17],[2.44897959 1.55102041] ; [27.55102041 17.44897959],0
p2,1,0.732461,0.116864,[7 5] ; [59 52],[6.43902439 5.56097561] ; [59.56097561 51.43902439],0
n2,1,0.73538,0.114229,[2 2] ; [27 19],[2.32 1.68] ; [26.68 19.32],0
a8,1,0.742282,0.108131,[ 1 10] ; [13 91],[1.33913043 9.66086957] ; [12.66086957 91.33913043],0
u3,1,0.777464,0.079877,[1 1] ; [30 20],[1.19230769 0.80769231] ; [29.80769231 20.19230769],0
s1,1,0.88684,0.020251,[ 1 11] ; [  8 103],[ 0.87804878 11.12195122] ; [  8.12195122 102.87804878],0
p7,1,0.907743,0.01343,[5 6] ; [48 62],[4.81818182 6.18181818] ; [48.18181818 61.81818182],0
u2,1,0.907778,0.013419,[1 1] ; [22 26],[0.92 1.08] ; [22.08 25.92],0
s5,1,0.930438,0.00762,[2 8] ; [20 86],[1.89655172 8.10344828] ; [20.10344828 85.89655172],0
a1,1,0.937893,0.006071,[ 1 11] ; [ 10 101],[ 1.07317073 10.92682927] ; [  9.92682927 101.07317073],0
