Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.00243,9.192914,[ 47 313] ; [3 2],[ 49.31506849 310.68493151] ; [0.68493151 4.31506849],0
b2,1,0.014505,5.975565,[ 77 155] ; [6 2],[ 80.23333333 151.76666667] ; [2.76666667 5.23333333],0
b3,1,0.014505,5.975565,[ 77 155] ; [6 2],[ 80.23333333 151.76666667] ; [2.76666667 5.23333333],0
v3,1,0.051032,3.807238,[134 242] ; [5 2],[136.45953003 239.54046997] ; [2.54046997 4.45953003],0
s8,1,0.06047,3.524442,[159 221] ; [6 2],[161.59793814 218.40206186] ; [3.40206186 4.59793814],0
a2,1,0.068971,3.307337,[ 87 298] ; [4 4],[ 89.1475827 295.8524173] ; [1.8524173 6.1475827],0
u1,1,0.077321,3.120331,[ 57 328] ; [3 5],[ 58.77862595 326.22137405] ; [1.22137405 6.77862595],0
a1,1,0.078164,3.102676,[ 30 355] ; [2 6],[ 31.34860051 353.65139949] ; [0.65139949 7.34860051],0
s7,1,0.113881,2.499525,[167 190] ; [6 2],[169.20821918 187.79178082] ; [3.79178082 4.20821918],0
d3,1,0.123992,2.366154,[232 150] ; [7 1],[234.0974359 147.9025641] ; [4.9025641 3.0974359],0
d2,1,0.163778,1.938989,[192 191] ; [6 2],[193.9488491 189.0511509] ; [4.0511509 3.9488491],0
p5,1,0.169901,1.883815,[ 44 335] ; [2 5],[ 45.16580311 333.83419689] ; [0.83419689 6.16580311],0
d1,1,0.201264,1.633175,[201 184] ; [6 2],[202.78625954 182.21374046] ; [4.21374046 3.78625954],0
p11,1,0.211336,1.562253,[256 129] ; [7 1],[257.64631043 127.35368957] ; [5.35368957 2.64631043],0
v2,1,0.22679,1.460882,[179 191] ; [5 2],[180.58355438 189.41644562] ; [3.41644562 3.58355438],0
s3,1,0.234173,1.415335,[204 175] ; [6 2],[205.65891473 173.34108527] ; [4.34108527 3.65891473],0
p4,1,0.307146,1.042911,[217 164] ; [6 2],[218.41388175 162.58611825] ; [4.58611825 3.41388175],0
b5,1,0.311883,1.022686,[220 165] ; [6 2],[221.39949109 163.60050891] ; [4.60050891 3.39949109],0
a4,1,0.376647,0.781617,[179 204] ; [5 3],[180.23529412 202.76470588] ; [3.76470588 4.23529412],0
a6,1,0.39231,0.731771,[230 153] ; [6 2],[231.1713555 151.8286445] ; [4.8286445 3.1713555],0
p12,1,0.401797,0.702943,[ 21 357] ; [1 7],[ 21.54404145 356.45595855] ; [0.45595855 7.54404145],0
p2,1,0.41542,0.663235,[284  95] ; [7 1],[284.98449612  94.01550388] ; [6.01550388 1.98449612],0
s2,1,0.417679,0.656837,[183 198] ; [5 3],[184.13367609 196.86632391] ; [3.86632391 4.13367609],0
p10,1,0.418667,0.654055,[271 106] ; [6 1],[271.95052083 105.04947917] ; [5.04947917 1.95052083],0
d5,1,0.438179,0.601048,[289  93] ; [7 1],[289.92820513  92.07179487] ; [6.07179487 1.92820513],0
a7,1,0.483406,0.49117,[241 142] ; [6 2],[241.94629156 141.05370844] ; [5.05370844 2.94629156],0
p7,1,0.487124,0.482873,[237 139] ; [6 2],[237.9375 138.0625] ; [5.0625 2.9375],0
r1,1,0.489658,0.477278,[285  99] ; [6 1],[285.79028133  98.20971867] ; [5.20971867 1.79028133],0
d4,1,0.519952,0.413989,[298  84] ; [7 1],[298.74358974  83.25641026] ; [6.25641026 1.74358974],0
n4,1,0.526413,0.40131,[290  95] ; [6 1],[290.71428571  94.28571429] ; [5.28571429 1.71428571],0
s5,1,0.740668,0.109541,[118 251] ; [3 5],[118.43236074 250.56763926] ; [2.56763926 5.43236074],0
b4,1,0.772831,0.083333,[221 164] ; [5 3],[221.39949109 163.60050891] ; [4.60050891 3.39949109],0
p8,1,0.869708,0.026906,[177 199] ; [4 4],[177.22916667 198.77083333] ; [3.77083333 4.22916667],0
p3,1,0.91781,0.010649,[197 183] ; [4 4],[196.8556701 183.1443299] ; [4.1443299 3.8556701],0
p6,1,0.959746,0.002547,[137 237] ; [3 5],[137.06806283 236.93193717] ; [2.93193717 5.06806283],0
