Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,72.323307,[59 44] ; [407  41],[87.1107078 15.8892922] ; [378.8892922  69.1107078],1
p9,1,0.0,34.503887,[72 32] ; [408  41],[90.27124774 13.72875226] ; [389.72875226  59.27124774],1
p8,1,2e-06,22.690127,[45 59] ; [305 142],[66.06170599 37.93829401] ; [283.93829401 163.06170599],1
p7,1,1.8e-05,18.364846,[59 46] ; [342 103],[76.55454545 28.44545455] ; [324.44545455 120.55454545],1
b1,1,0.000851,11.127279,[58 47] ; [169 282],[42.86870504 62.13129496] ; [184.13129496 266.86870504],1
p2,1,0.002693,9.004789,[85 20] ; [408  40],[93.60759494 11.39240506] ; [399.39240506  48.60759494],0
p3,1,0.053418,3.730809,[62 43] ; [310 140],[70.37837838 34.62162162] ; [301.62162162 148.37837838],0
p12,1,0.06377,3.436529,[  5 100] ; [ 48 402],[10.02702703 94.97297297] ; [ 42.97297297 407.02702703],0
p6,1,0.064432,3.419468,[42 62] ; [225 221],[50.48727273 53.51272727] ; [216.51272727 229.48727273],0
p5,1,0.202611,1.623455,[13 91] ; [ 79 368],[17.36479129 86.63520871] ; [ 74.63520871 372.36479129],0
p1,1,0.749942,0.10158,[12 92] ; [ 47 402],[11.09584087 92.90415913] ; [ 47.90415913 401.09584087],0
