Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.8e-05,18.43047,[255 335] ; [163 114],[284.45213379 305.54786621] ; [133.54786621 143.45213379],1
a3,1,0.000722,11.432377,[396 193] ; [218  60],[417.12341407 171.87658593] ; [196.87658593  81.12341407],1
n5,1,0.001211,10.474138,[417 167] ; [227  51],[436.3062645 147.6937355] ; [207.6937355  70.3062645],0
a1,1,0.001378,10.234783,[ 18 576] ; [ 22 257],[ 27.21649485 566.78350515] ; [ 12.78350515 266.21649485],0
p7,1,0.002045,9.508999,[339 232] ; [192  81],[359.242891 211.757109] ; [171.757109 101.242891],0
s8,1,0.00215,9.417238,[234 356] ; [141 137],[254.89631336 335.10368664] ; [120.10368664 157.89631336],0
n1,1,0.00331,8.628293,[ 44 105] ; [28 26],[52.84729064 96.15270936] ; [19.15270936 34.84729064],0
p4,1,0.0052,7.808412,[323 262] ; [182  97],[341.92708333 243.07291667] ; [163.07291667 115.92708333],0
a4,1,0.005925,7.573009,[238 353] ; [140 139],[256.77931034 334.22068966] ; [121.22068966 157.77931034],0
p6,1,0.008011,7.031048,[189 392] ; [115 160],[206.3364486 374.6635514] ; [ 97.6635514 177.3364486],0
s7,1,0.009452,6.735284,[256 312] ; [145 120],[273.43097239 294.56902761] ; [127.56902761 137.43097239],0
d2,1,0.011342,6.410982,[263 327] ; [150 129],[280.4027618 309.5972382] ; [132.5972382 146.4027618],0
a5,1,0.014811,5.938802,[412 181] ; [216  63],[427.06880734 165.93119266] ; [200.93119266  78.06880734],0
s2,1,0.023482,5.132487,[279 308] ; [154 122],[294.5202781 292.4797219] ; [138.4797219 137.5202781],0
b5,1,0.027524,4.857634,[364 230] ; [149 130],[349.05154639 244.94845361] ; [163.94845361 115.05154639],0
s3,1,0.029593,4.732802,[307 272] ; [167 107],[321.74208675 257.25791325] ; [152.25791325 121.74208675],0
u2,1,0.031062,4.649519,[103  93] ; [41 19],[110.25  85.75] ; [33.75 26.25],0
u3,1,0.033147,4.538186,[100  96] ; [40 20],[107.1875  88.8125] ; [32.8125 27.1875],0
a7,1,0.033294,4.530581,[440 151] ; [187  90],[426.90898618 164.09101382] ; [200.09101382  76.90898618],0
p5,1,0.03974,4.228956,[ 59 528] ; [ 41 235],[ 68.01853998 518.98146002] ; [ 31.98146002 244.01853998],0
n4,1,0.041244,4.165972,[434 156] ; [223  56],[446.06444189 143.93555811] ; [210.93555811  68.06444189],0
d3,1,0.067489,3.34306,[415 177] ; [177 100],[403.29574223 188.70425777] ; [188.70425777  88.29574223],0
r2,1,0.073094,3.212129,[551  32] ; [251  24],[544.94871795  38.05128205] ; [257.05128205  17.94871795],0
p9,1,0.07409,3.19,[497  84] ; [250  28],[505.2467986  75.7532014] ; [241.7532014  36.2467986],0
