Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,6e-06,20.404858,[10  2] ; [25 89],[3.33333333 8.66666667] ; [31.66666667 82.33333333],1
s2,1,3.8e-05,16.954385,[11  1] ; [35 77],[4.4516129 7.5483871] ; [41.5483871 70.4516129],1
p12,1,9.4e-05,15.244746,[3 9] ; [  2 111],[ 0.48 11.52] ; [  4.52 108.48],1
s7,1,0.000401,12.52541,[10  2] ; [35 76],[4.3902439 7.6097561] ; [40.6097561 70.3902439],1
p9,1,0.000574,11.857572,[11  1] ; [44 67],[5.36585366 6.63414634] ; [49.63414634 61.36585366],1
p5,1,0.001992,9.557276,[3 9] ; [  4 110],[ 0.66666667 11.33333333] ; [  6.33333333 107.66666667],0
p3,1,0.002314,9.282276,[8 4] ; [28 85],[3.456 8.544] ; [32.544 80.456],0
s3,1,0.002876,8.884752,[11  1] ; [51 59],[6.09836066 5.90163934] ; [55.90163934 54.09836066],0
p6,1,0.003948,8.307534,[7 5] ; [23 88],[2.92682927 9.07317073] ; [27.07317073 83.92682927],0
b3,1,0.00653,7.397861,[9 3] ; [26 51],[4.71910112 7.28089888] ; [30.28089888 46.71910112],0
b2,1,0.00653,7.397861,[9 3] ; [26 51],[4.71910112 7.28089888] ; [30.28089888 46.71910112],0
d2,1,0.007546,7.138186,[11  1] ; [58 55],[6.624 5.376] ; [62.376 50.624],0
s6,1,0.009207,6.782297,[10  2] ; [50 64],[5.71428571 6.28571429] ; [54.28571429 59.71428571],0
p4,1,0.009242,6.775442,[9 3] ; [41 72],[4.8 7.2] ; [45.2 67.8],0
a2,1,0.011217,6.430622,[6 6] ; [21 93],[2.57142857 9.42857143] ; [24.42857143 89.57142857],0
p8,1,0.014291,6.001818,[8 4] ; [35 77],[4.16129032 7.83870968] ; [38.83870968 73.16129032],0
n5,1,0.015127,5.90159,[11  1] ; [62 50],[7.06451613 4.93548387] ; [65.93548387 46.06451613],0
a4,1,0.022885,5.177207,[9 3] ; [46 67],[5.28 6.72] ; [49.72 63.28],0
n4,1,0.029981,4.710397,[11  1] ; [67 45],[7.5483871 4.4516129] ; [70.4516129 41.5483871],0
u1,1,0.035923,4.400735,[5 7] ; [19 95],[2.28571429 9.71428571] ; [21.71428571 92.28571429],0
v1,1,0.040659,4.190158,[7 3] ; [41 70],[3.96694215 6.03305785] ; [44.03305785 66.96694215],0
n1,1,0.083825,2.989132,[3 1] ; [14 30],[1.41666667 2.58333333] ; [15.58333333 28.41666667],0
d5,1,0.092608,2.82844,[11  1] ; [78 36],[8.47619048 3.52380952] ; [80.52380952 33.47619048],0
n6,1,0.09338,2.815115,[11  1] ; [76 35],[8.48780488 3.51219512] ; [78.51219512 32.48780488],0
a5,1,0.096891,2.755981,[10  2] ; [67 47],[7.33333333 4.66666667] ; [69.66666667 44.33333333],0
v2,1,0.10362,2.648919,[7 3] ; [48 63],[4.54545455 5.45454545] ; [50.45454545 60.54545455],0
r1,1,0.118892,2.431855,[11  1] ; [79 33],[8.70967742 3.29032258] ; [81.29032258 30.70967742],0
v3,1,0.176539,1.82652,[4 4] ; [30 79],[2.32478632 5.67521368] ; [31.67521368 77.32478632],0
a3,1,0.178895,1.806783,[10  2] ; [71 40],[7.90243902 4.09756098] ; [73.09756098 37.90243902],0
p11,1,0.208096,1.58462,[9 3] ; [64 50],[6.95238095 5.04761905] ; [66.04761905 47.95238095],0
b4,1,0.230036,1.440642,[5 7] ; [68 46],[6.95238095 5.04761905] ; [66.04761905 47.95238095],0
p1,1,0.24446,1.354688,[ 2 10] ; [  8 105],[ 0.96 11.04] ; [  9.04 103.96],0
v4,1,0.446104,0.580533,[11  1] ; [94 19],[10.08  1.92] ; [94.92 18.08],0
n2,1,0.50216,0.450368,[2 2] ; [30 15],[2.6122449 1.3877551] ; [29.3877551 15.6122449],0
s4,1,0.575631,0.313352,[ 1 11] ; [16 97],[ 1.632 10.368] ; [15.368 97.632],0
n3,1,0.589639,0.290909,[2 2] ; [28 16],[2.5 1.5] ; [27.5 16.5],0
p2,1,0.650971,0.204678,[7 5] ; [74 40],[7.71428571 4.28571429] ; [73.28571429 40.71428571],0
a1,1,0.658749,0.195046,[ 1 11] ; [  6 108],[ 0.66666667 11.33333333] ; [  6.33333333 107.66666667],0
u3,1,0.662432,0.190582,[1 1] ; [15 28],[0.71111111 1.28888889] ; [15.28888889 27.71111111],0
p7,1,0.733895,0.115566,[5 6] ; [45 67],[4.47154472 6.52845528] ; [45.52845528 66.47154472],0
d3,1,0.765066,0.089302,[8 4] ; [71 43],[7.52380952 4.47619048] ; [71.47619048 42.52380952],0
a8,1,0.767726,0.087232,[ 1 10] ; [12 87],[1.3 9.7] ; [11.7 87.3],0
s1,1,0.786774,0.073171,[ 1 11] ; [  7 104],[ 0.7804878 11.2195122] ; [  7.2195122 103.7804878],0
u2,1,0.788975,0.071632,[1 1] ; [17 25],[0.81818182 1.18181818] ; [17.18181818 24.81818182],0
a6,1,0.903485,0.014704,[8 4] ; [74 40],[7.80952381 4.19047619] ; [74.19047619 39.80952381],0
s5,1,0.933492,0.006964,[2 8] ; [21 90],[1.90082645 8.09917355] ; [21.09917355 89.90082645],0
b5,1,0.976645,0.000857,[7 5] ; [66 48],[6.95238095 5.04761905] ; [66.04761905 47.95238095],0
a7,1,0.983383,0.000434,[8 4] ; [75 37],[8.03225806 3.96774194] ; [74.96774194 37.03225806],0
