Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,48.796125,[325 362] ; [ 67 221],[276.20923077 410.79076923] ; [115.79076923 172.20923077],1
p6,1,0.0,26.599945,[241 437] ; [ 52 227],[207.5799373 470.4200627] ; [ 85.4200627 193.5799373],1
p8,1,0.000101,15.108733,[360 316] ; [110 169],[332.69109948 343.30890052] ; [137.30890052 141.69109948],1
p7,1,0.000659,11.601641,[445 228] ; [150 126],[421.95468915 251.04531085] ; [173.04531085 102.95468915],1
p10,1,0.048135,3.905279,[553 127] ; [215  69],[541.74273859 138.25726141] ; [226.25726141  57.74273859],0
b1,1,0.234772,1.411712,[252 436] ; [ 94 194],[243.90163934 444.09836066] ; [102.09836066 185.90163934],0
p9,1,0.258385,1.277392,[578 101] ; [231  50],[572.19895833 106.80104167] ; [236.80104167  44.19895833],0
p11,1,0.316493,1.003386,[550 138] ; [222  66],[544.19672131 143.80327869] ; [227.80327869  60.19672131],0
p1,1,0.34029,0.909337,[ 39 646] ; [ 12 274],[ 35.97837281 649.02162719] ; [ 15.02162719 270.97837281],0
p12,1,0.413584,0.668475,[ 35 649] ; [ 11 272],[ 32.5377456 651.4622544] ; [ 13.4622544 269.5377456],0
