Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,59.995853,[427  51] ; [81 52],[397.42062193  80.57937807] ; [110.57937807  22.42062193],1
p9,1,0.0,41.245441,[437  41] ; [94 40],[414.73529412  63.26470588] ; [116.26470588  17.73529412],1
p8,1,0.0,25.954185,[277 196] ; [46 90],[250.86863711 222.13136289] ; [72.13136289 63.86863711],1
b1,1,4e-06,21.053025,[162 321] ; [76 62],[185.11111111 297.88888889] ; [52.88888889 85.11111111],1
n5,1,1.2e-05,19.152016,[390  91] ; [86 50],[371.07941653 109.92058347] ; [104.92058347  31.07941653],1
p2,1,8.5e-05,15.443711,[415  65] ; [99 38],[399.87034036  80.12965964] ; [114.12965964  22.87034036],1
n4,1,0.0001,15.134238,[392  91] ; [89 47],[375.31987076 107.68012924] ; [105.68012924  30.31987076],1
p7,1,0.00048,12.192293,[322 143] ; [71 63],[305.08347245 159.91652755] ; [87.91652755 46.08347245],1
n6,1,0.000644,11.645039,[423  57] ; [104  32],[410.64935065  69.35064935] ; [116.35064935  19.64935065],1
p12,1,0.001652,9.901408,[ 58 422] ; [  4 133],[ 48.23338736 431.76661264] ; [ 13.76661264 123.23338736],0
a6,1,0.004779,7.96105,[335 145] ; [78 59],[321.29659643 158.70340357] ; [91.70340357 45.29659643],0
r3,1,0.006734,7.34268,[468  14] ; [125  11],[462.50161812  19.49838188] ; [130.49838188   5.50161812],0
p6,1,0.043157,4.08925,[199 275] ; [44 92],[188.82295082 285.17704918] ; [54.17704918 81.82295082],0
v4,1,0.043591,4.072331,[464  16] ; [128  10],[459.80582524  20.19417476] ; [132.19417476   5.80582524],0
p4,1,0.050109,3.837796,[317 163] ; [78 59],[307.29335494 172.70664506] ; [87.70664506 49.29335494],0
s8,1,0.05976,3.544033,[273 207] ; [66 72],[263.30097087 216.69902913] ; [75.69902913 62.30097087],0
p3,1,0.062609,3.466887,[261 220] ; [62 75],[251.39644013 229.60355987] ; [71.60355987 65.39644013],0
a5,1,0.082697,3.011091,[367 115] ; [95 43],[359.16774194 122.83225806] ; [102.83225806  35.16774194],0
s1,1,0.087055,2.928006,[ 16 460] ; [  9 126],[ 19.47626841 456.52373159] ; [  5.52373159 129.47626841],0
p1,1,0.087335,2.922821,[ 37 442] ; [ 17 120],[ 41.99025974 437.00974026] ; [ 12.00974026 124.99025974],0
v1,1,0.096615,2.760559,[272 194] ; [69 68],[263.52570481 202.47429519] ; [77.47429519 59.52570481],0
s3,1,0.115804,2.473177,[337 136] ; [88 49],[329.54918033 143.45081967] ; [95.45081967 41.54918033],0
a3,1,0.121432,2.398758,[352 129] ; [91 46],[344.79449838 136.20550162] ; [98.20550162 38.79449838],0
b2,1,0.139067,2.188253,[117 191] ; [20 50],[111.62962963 196.37037037] ; [25.37037037 44.62962963],0
b3,1,0.139067,2.188253,[117 191] ; [20 50],[111.62962963 196.37037037] ; [25.37037037 44.62962963],0
u2,1,0.145865,2.114969,[84 46] ; [23 21],[79.94252874 50.05747126] ; [27.05747126 16.94252874],0
r4,1,0.170613,1.877551,[445  38] ; [122  16],[441.  42.] ; [126.  12.],0
s4,1,0.213842,1.545221,[ 97 378] ; [ 35 103],[102.28384992 372.71615008] ; [ 29.71615008 108.28384992],0
p5,1,0.215615,1.533318,[ 69 410] ; [ 14 122],[ 64.64552846 414.35447154] ; [ 18.35447154 117.64552846],0
d1,1,0.283913,1.148264,[294 189] ; [77 61],[288.55555556 194.44444444] ; [82.44444444 55.55555556],0
v3,1,0.333861,0.933863,[193 274] ; [48 83],[188.20568562 278.79431438] ; [52.79431438 78.20568562],0
