Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.0,64.651348,[ 39 504] ; [21 27],[ 55.12690355 487.87309645] ; [ 4.87309645 43.12690355],1
p3,1,0.001329,10.301516,[228 318] ; [31 16],[238.47217538 307.52782462] ; [20.52782462 26.47217538],0
p6,1,0.002919,8.857597,[167 371] ; [25 23],[176.27303754 361.72696246] ; [15.72696246 32.27303754],0
p11,1,0.005175,7.817113,[433 114] ; [46  2],[440.35798319 106.64201681] ; [38.64201681  9.35798319],0
p10,1,0.005673,7.651193,[428 111] ; [46  2],[435.24020443 103.75979557] ; [38.75979557  9.24020443],0
p9,1,0.012358,6.258793,[457  82] ; [47  1],[462.78705281  76.21294719] ; [41.21294719  6.78705281],0
p4,1,0.017068,5.689406,[295 248] ; [34 13],[302.79152542 240.20847458] ; [26.20847458 20.79152542],0
p8,1,0.020793,5.344073,[265 273] ; [32 16],[272.67235495 265.32764505] ; [24.32764505 23.67235495],0
p1,1,0.038077,4.301562,[ 43 501] ; [ 8 40],[ 46.86486486 497.13513514] ; [ 4.13513514 43.86486486],0
p7,1,0.479529,0.499935,[314 215] ; [31 17],[316.29982669 212.70017331] ; [28.70017331 19.29982669],0
p2,1,0.843403,0.039023,[449  96] ; [39  9],[448.49915683  96.50084317] ; [39.50084317  8.49915683],0
