Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.2e-05,19.107466,[184 159] ; [41  6],[197.88461538 145.11538462] ; [27.11538462 19.88461538],1
p8,1,0.000119,14.805371,[151 188] ; [35 12],[163.35233161 175.64766839] ; [22.64766839 24.35233161],1
p1,1,0.000486,12.170199,[ 25 316] ; [11 37],[ 31.55784062 309.44215938] ; [ 4.44215938 43.55784062],1
p9,1,0.002224,9.35449,[237 100] ; [43  4],[245.72916667  91.27083333] ; [34.27083333 12.72916667],0
p3,1,0.002565,9.093302,[170 172] ; [35 13],[179.76923077 162.23076923] ; [25.23076923 22.76923077],0
p11,1,0.003923,8.319083,[222 122] ; [41  7],[230.79591837 113.20408163] ; [32.20408163 15.79591837],0
p12,1,0.010095,6.61804,[ 17 322] ; [ 7 41],[ 21.02325581 317.97674419] ; [ 2.97674419 45.02325581],0
p10,1,0.010789,6.499739,[235 104] ; [41  6],[242.39378238  96.60621762] ; [33.60621762 13.39378238],0
p6,1,0.013972,6.041689,[120 217] ; [25 21],[127.5848564 209.4151436] ; [17.4151436 28.5848564],0
p7,1,0.047815,3.916484,[207 132] ; [35 11],[213.08571429 125.91428571] ; [28.91428571 17.08571429],0
p2,1,0.089677,2.880159,[252  90] ; [40  7],[256.71979434  85.28020566] ; [35.28020566 11.71979434],0
